PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1 ttl=64 time=0.827 ms
64 bytes from 10.0.0.8: icmp_seq=2 ttl=64 time=1.18 ms
64 bytes from 10.0.0.8: icmp_seq=3 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=4 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=5 ttl=64 time=1.45 ms
64 bytes from 10.0.0.8: icmp_seq=6 ttl=64 time=1.03 ms
64 bytes from 10.0.0.8: icmp_seq=7 ttl=64 time=1.05 ms
64 bytes from 10.0.0.8: icmp_seq=8 ttl=64 time=1.91 ms
64 bytes from 10.0.0.8: icmp_seq=9 ttl=64 time=1.01 ms
64 bytes from 10.0.0.8: icmp_seq=10 ttl=64 time=1.07 ms
64 bytes from 10.0.0.8: icmp_seq=11 ttl=64 time=1.09 ms
64 bytes from 10.0.0.8: icmp_seq=12 ttl=64 time=1.54 ms
64 bytes from 10.0.0.8: icmp_seq=13 ttl=64 time=1.04 ms
64 bytes from 10.0.0.8: icmp_seq=14 ttl=64 time=2.05 ms
64 bytes from 10.0.0.8: icmp_seq=15 ttl=64 time=0.946 ms
64 bytes from 10.0.0.8: icmp_seq=16 ttl=64 time=1.18 ms
64 bytes from 10.0.0.8: icmp_seq=17 ttl=64 time=2.13 ms
64 bytes from 10.0.0.8: icmp_seq=18 ttl=64 time=1.31 ms
64 bytes from 10.0.0.8: icmp_seq=19 ttl=64 time=1.66 ms
64 bytes from 10.0.0.8: icmp_seq=20 ttl=64 time=2.44 ms
64 bytes from 10.0.0.8: icmp_seq=21 ttl=64 time=1.19 ms
64 bytes from 10.0.0.8: icmp_seq=22 ttl=64 time=2.21 ms
64 bytes from 10.0.0.8: icmp_seq=23 ttl=64 time=2.30 ms
64 bytes from 10.0.0.8: icmp_seq=24 ttl=64 time=1.65 ms
64 bytes from 10.0.0.8: icmp_seq=25 ttl=64 time=1.00 ms
64 bytes from 10.0.0.8: icmp_seq=26 ttl=64 time=1.40 ms
64 bytes from 10.0.0.8: icmp_seq=27 ttl=64 time=1.76 ms
64 bytes from 10.0.0.8: icmp_seq=28 ttl=64 time=2.01 ms
64 bytes from 10.0.0.8: icmp_seq=29 ttl=64 time=1.41 ms
64 bytes from 10.0.0.8: icmp_seq=30 ttl=64 time=1.30 ms
64 bytes from 10.0.0.8: icmp_seq=31 ttl=64 time=2.18 ms
64 bytes from 10.0.0.8: icmp_seq=32 ttl=64 time=1.15 ms
64 bytes from 10.0.0.8: icmp_seq=33 ttl=64 time=1.06 ms
64 bytes from 10.0.0.8: icmp_seq=34 ttl=64 time=1.02 ms
64 bytes from 10.0.0.8: icmp_seq=35 ttl=64 time=1.39 ms
64 bytes from 10.0.0.8: icmp_seq=36 ttl=64 time=1.81 ms
64 bytes from 10.0.0.8: icmp_seq=37 ttl=64 time=1.56 ms
64 bytes from 10.0.0.8: icmp_seq=38 ttl=64 time=0.984 ms
64 bytes from 10.0.0.8: icmp_seq=39 ttl=64 time=1.45 ms
64 bytes from 10.0.0.8: icmp_seq=40 ttl=64 time=1.18 ms
64 bytes from 10.0.0.8: icmp_seq=41 ttl=64 time=1.32 ms
64 bytes from 10.0.0.8: icmp_seq=42 ttl=64 time=1.44 ms
64 bytes from 10.0.0.8: icmp_seq=43 ttl=64 time=0.890 ms
64 bytes from 10.0.0.8: icmp_seq=44 ttl=64 time=1.09 ms
64 bytes from 10.0.0.8: icmp_seq=45 ttl=64 time=1.03 ms
64 bytes from 10.0.0.8: icmp_seq=46 ttl=64 time=1.98 ms
64 bytes from 10.0.0.8: icmp_seq=47 ttl=64 time=1.21 ms
64 bytes from 10.0.0.8: icmp_seq=48 ttl=64 time=1.04 ms
64 bytes from 10.0.0.8: icmp_seq=49 ttl=64 time=1.33 ms
64 bytes from 10.0.0.8: icmp_seq=50 ttl=64 time=1.33 ms

--- 10.0.0.8 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9832ms
rtt min/avg/max/mdev = 0.827/1.397/2.441/0.417 ms
